source_name,source_link,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,country_name,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude,Date,Time,year,month
The Express Tribune with the International New York Times ,http://tribune.com.pk/story/680887/natural-disasters-two-miners-die-after-being-buried-under-landslide-rubble/#http://tribune.com.pk/story/680887/natural-disasters-two-miners-die-after-being-buried-under-landslide-rubble/,5km,landslide,downpour,medium,above_road,0.0,0.0,,Pakistan,Khyber Pakhtunkhwa,0.0,Dasu,32.44905,73.0068,35.1148,2014-03-09,09:00:00,2014,3
countercurrents,http://www.countercurrents.org/hodge180810.htm,5km,landslide,downpour,large,unknown,0.0,,,India,Kashmir,37475.0,Leh,2.22404,77.5971,34.1482,2010-08-06,00:30:00,2010,8
mrnewsbreaker,http://www.mrnewsbreaker.com/monsoon-rain-in-gilgit-baltistan-causes-landslides-kkh-closure-and-casualies/,unknown,landslide,downpour,medium,unknown,0.0,,,Pakistan,Gilgit-Baltistan,2005.0,Barishāl,49.30174,75.1296,36.5705,2010-08-20,00:00:00,2010,8
himachal.us,http://himachal.us/2010/09/22/heavy-rains-damage-roads-in-himachal-alert-sounded-in-kinnaur/22231/news/ravinder,5km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,40283.0,Solan,0.1497,77.1103,30.9086,2010-09-19,00:00:00,2010,9
Tribune,http://www.tribuneindia.com/news/himachal/community/landslide-disrupts-traffic-on-chandigarh-shimla-highway/304730.html,10km,landslide,construction,medium,above_road,0.0,0.0,,India,Himachal Pradesh,2994.0,Dagshai,1.57419,77.0588,30.8974,2016-10-03,11:00:00,2016,10
himvani,http://www.himvani.com/news/2010/07/07/himachal-rivers-in-spate-nh-21-and-manali-keylong-road-blocked/5858/,25km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,14182.0,Kyelang,18.82784,76.853,32.6598,2010-07-07,00:00:00,2010,7
zeenews.india.com,http://zeenews.india.com/news/himachal-pradesh/heavy-rains-trigger-landslides-damage-houses-in-hp_859795.html,5km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,2467.0,Jutogh,3.81344,77.1402,31.0722,2013-07-02,23:00:00,2013,7
www.business-standard.com,http://www.business-standard.com/article/pti-stories/jammu-srinagar-nh-remains-closed-for-second-day-running-113081500725_1.html,25km,landslide,downpour,medium,unknown,,,,India,Kashmir,8101.0,Riāsi,19.55093,74.6264,33.0498,2013-08-14,00:00:00,2013,8
gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",10km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,14182.0,Kyelang,41.90996,77.4138,32.7571,2010-08-04,00:00:00,2010,8
Disaster News Network,http://www.disasternews.net/news/article.php?articleid=5602,1km,landslide,continuous_rain,very_large,natural_slope,2100.0,0.0,,Afghanistan,Badakhshan,0.0,Ghurayd Gharamē,14.473,70.3589,37.0133,2014-05-02,00:00:00,2014,5
Tribune,http://www.tribuneindia.com/news/jammu-kashmir/rain-in-rajouri-cuts-off-khwas-tehsil/117786.html,25km,landslide,downpour,medium,above_road,0.0,0.0,,India,Kashmir,4945.0,Rāmgarh,3.64852,74.2562,33.3852,2015-08-09,13:00:00,2015,8
Kashmir Life,http://www.kashmirlife.net/kashmir-flooded-landslide-near-loc-cut-off-a-village-from-valley-65164/,unknown,landslide,rain,medium,above_road,0.0,0.0,,Pakistan,Azad Kashmir,6755.0,Uri,13.24191,73.9067,34.1093,2014-09-05,18:00:00,2014,9
indianexpress,http://www.indianexpress.com/news/kalkashimla-heritage-train-derails-one.../401285/,25km,rock_fall,unknown,medium,unknown,1.0,,,India,Himachal Pradesh,40283.0,Solan,2.41518,77.089,30.895,2008-12-21,00:00:00,2008,12
reuters,http://www.reuters.com/article/homepageCrisis/idUS122202461418._CH_.2400,10km,landslide,downpour,large,unknown,38.0,,,India,Himachal Pradesh,173503.0,Shimla,0.53056,77.1645,31.1,2008-09-19,00:00:00,2008,9
The Tribune,http://www.tribuneindia.com/news/himachal/woman-kids-die-in-theog-house-collapse/111662.html,10km,landslide,continuous_rain,small,above_road,0.0,0.0,,India,Himachal Pradesh,173503.0,Shimla,0.92742,77.1751,31.1003,2015-07-26,00:00:00,2015,7
Business Standard,http://www.business-standard.com/article/pti-stories/landslip-damages-40-houses-in-kathua-cong-demands-early-relief-115082100957_1.html,5km,landslide,unknown,medium,unknown,0.0,0.0,,India,Kashmir,48551.0,Kathua,28.7911,75.6157,32.6175,2015-08-20,00:00:00,2015,8
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/rains-drench-north-india-7-die-in-rainlinked-incidents/753764.html,5km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,28217.0,Mandi,0.1712,76.933,31.7099,2011-07-10,00:00:00,2011,7
Kashmir Times,http://www.kashmirtimes.in/newsdet.aspx?q=42967,1km,landslide,continuous_rain,small,above_road,1.0,0.0,,India,Kashmir,7317.0,Rāmban,2.9193,75.2102,33.2504,2015-07-12,00:00:00,2015,7
sify.com,http://sify.com/news/two-killed-in-himachal-landslides-news-national-kiotEcdjgci.html,5km,landslide,downpour,medium,unknown,2.0,,,India,Himachal Pradesh,40283.0,Solan,1.48396,77.0958,30.9012,2010-08-14,00:00:00,2010,8
Business Standard,http://www.business-standard.com/article/pti-stories/couple-killed-in-landslide-in-ramban-114051401366_1.html,1km,landslide,rain,small,unknown,2.0,0.0,,India,Kashmir,7317.0,Rāmban,0.19906,75.2405,33.2394,2014-05-14,00:00:00,2014,5
dawn,http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/12-at+least+40+killed+in+gb+rains+landslides--bi-05,50km,landslide,downpour,large,unknown,40.0,,,Pakistan,Gilgit-Baltistan,0.0,Chilas,12.6827,73.9791,35.3599,2010-08-11,00:00:00,2010,8
United Press International - Newsdaily.com,http://www.sciencedaily.com/upi/index.php?feed=TopNews&article=UPI-1-20070504-12042900-bc-afghanistan-czech.xml,unknown,mudslide,rain,medium,unknown,1.0,,,Afghanistan,Sar-e Pol,0.0,Pasnay,15.84683,65.7424,35.625,2007-05-04,00:00:00,2007,5
Pajhwok Afghan News,http://www.pajhwok.com/en/2016/03/26/couple-killed-along-children-kunar-rockslide,25km,landslide,rain,medium,unknown,4.0,0.0,,Afghanistan,Konar,0.0,Kanḏay,2.88945,70.754,34.9376,2016-03-26,00:00:00,2016,3
dnaindia,http://www.dnaindia.com/india/report_landslide-leaves-tourists-stranded-in-leh_1700022,5km,landslide,downpour,medium,unknown,,,,India,Kashmir,37475.0,Leh,1.45284,77.5768,34.1534,2012-06-08,00:00:00,2012,6
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/landslide-kills-five-showers-soak-parts-of-north/652420.html,unknown,landslide,downpour,medium,unknown,5.0,,,India,Kashmir,17748.0,Doda,0.6057,75.5526,33.1488,2011-04-17,00:00:00,2011,4
NDTV,http://www.ndtv.com/india-news/cloudburst-kills-3-at-amarnath-camp-rescue-operation-on-1200523,1km,landslide,continuous_rain,medium,unknown,0.0,0.0,,India,Kashmir,7750.0,Pahalgām,28.5723,75.4189,34.258,2015-07-24,00:00:00,2015,7
www.hindustantimes.com,,5km,landslide,downpour,medium,unknown,,,,India,Kashmir,13838.0,Kargil,20.08769,76.2851,34.4332,2013-08-01,20:00:00,2013,8
timesofindia.indiatimes,http://timesofindia.indiatimes.com/city/chandigarh/Morni-landslides-leave-150-stuck/articleshow/6539067.cms,5km,landslide,downpour,medium,unknown,0.0,,,India,Haryana,32162.0,Pinjaur,11.92746,76.9844,30.7059,2010-09-11,16:00:00,2010,9
Kashmir Life,http://www.kashmirlife.net/landslide-damages-residential-house-in-handwara-101144/,5km,landslide,continuous_rain,small,above_river,0.0,0.0,,India,Kashmir,63035.0,Sopur,21.72594,74.2798,34.4002,2016-04-04,00:00:00,2016,4
Rising Kashmir,http://www.risingkashmir.com/landslide-earth-sinking-in-bla/,5km,landslide,continuous_rain,medium,unknown,0.0,0.0,,India,Kashmir,14711.0,Kupwāra,12.18347,74.3836,34.0786,2015-03-15,00:00:00,2015,3
Times of India,http://articles.timesofindia.indiatimes.com/2011-08-08/india/29863818_1_chandigarh-manali-manali-highway-landslides,50km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,28217.0,Mandi,0.2763,76.9316,31.7083,2011-08-07,07:00:00,2011,8
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,1km,landslide,downpour,small,unknown,,,,India,Himachal Pradesh,28217.0,Mandi,1.43408,76.9424,31.7018,2013-07-07,00:00:00,2013,7
timesofindia.indiatimes,http://timesofindia.indiatimes.com/india/First-showers-in-Kullu-hit-traffic/articleshow/9157906.cms,50km,landslide,rain,medium,unknown,0.0,,,India,Himachal Pradesh,8341.0,Manāli,7.55986,77.1935,32.3237,2011-07-08,00:00:00,2011,7
freepresskashmir.com,http://freepresskashmir.com/kashmir-highway-connecting-ladakh-region-closed-due-to-landslides-rains-175714/,50km,landslide,downpour,medium,unknown,,,,India,Kashmir,7750.0,Pahalgām,29.71015,75.4466,34.2601,2013-08-13,00:00:00,2013,8
pamirtimes.net,http://pamirtimes.net/2010/08/03/pictorial-report-destruction-on-the-kkh-between-gilgit-and-hunza-nagar/,25km,landslide,downpour,medium,unknown,0.0,,,Pakistan,Gilgit-Baltistan,10414.0,Gilgit,16.24383,74.2869,36.0636,2010-08-01,00:00:00,2010,8
Free Press Kashmir,http://freepresskashmir.com/landslide-blocks-kashmir-highway-amarnath-yatra-halted-074022/,1km,landslide,rain,small,above_road,0.0,0.0,,India,Kashmir,7317.0,Rāmban,0.19543,75.2406,33.2395,2014-07-22,05:30:00,2014,7
NDTV,http://www.ndtv.com/india-news/jammu-srinagar-national-highway-blocked-due-to-landslide-amarnath-yatra-suspended-1205141,10km,landslide,downpour,medium,above_road,0.0,0.0,,India,Kashmir,80447.0,Udhampur,9.94186,75.1994,32.9961,2015-08-08,00:00:00,2015,8
www.business-standard.com,http://www.business-standard.com/article/pti-stories/j-k-couple-killed-in-landslide-113081900674_1.html,25km,landslide,tropical_cyclone,medium,unknown,2.0,,Trami,India,Kashmir,6755.0,Uri,2.45022,74.0226,34.0942,2013-08-19,00:00:00,2013,8
Tribune,http://www.tribuneindia.com/news/himachal/landslides-block-national-highway-88/117746.html,5km,rock_fall,rain,small,above_road,0.0,0.0,,India,Himachal Pradesh,19280.0,Hamīrpur,1.64025,76.5102,31.6916,2015-08-09,00:00:00,2015,8
The Express Tribune,http://tribune.com.pk/story/1078574/35-more-feared-dead-after-landslide-hits-houses-in-kohistan/,50km,landslide,continuous_rain,large,unknown,35.0,0.0,,Pakistan,Khyber Pakhtunkhwa,0.0,Dasu,11.51966,73.1642,35.2856,2016-04-04,00:00:00,2016,4
State Times,http://news.statetimes.in/landslides-3-more-bodies-retrieved-toll-rises-to-20/,5km,landslide,continuous_rain,medium,unknown,16.0,0.0,,India,Kashmir,8036.0,Tsrār Sharīf,9.54006,74.799,33.9445,2015-03-30,00:00:00,2015,3
dawn,"http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/the-newspaper/front-page/63-killed,-dozens-of-houses-swept-away-gb-ravaged-by-flash-floods,-landslides-880",10km,landslide,downpour,large,unknown,45.0,,,Pakistan,Gilgit-Baltistan,2100.0,Skārdu,30.38622,75.6213,35.0148,2010-08-07,00:00:00,2010,8
himvani,http://www.himvani.com/news/2010/09/23/all-trains-on-kalka-shimla-line-suspended-due-to-landslide/7580/,5km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,2467.0,Jutogh,8.78955,77.1038,31.0215,2010-09-22,00:00:00,2010,9
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/rains-disrupt-air-and-road-traffic-in-himachal/743822.html,25km,landslide,continuous_rain,medium,unknown,0.0,,,India,Himachal Pradesh,8341.0,Manāli,19.7008,77.2147,32.4318,2011-06-29,00:00:00,2011,6
The Tribune,http://www.tribuneindia.com/news/himachal/hill-caves-in-near-mandi-nh/176859.html,50km,complex,construction,medium,above_road,0.0,0.0,,India,Himachal Pradesh,19540.0,Dharmsāla,0.25423,76.86927482,31.46626719,2015-12-29,00:00:00,2015,12
indianexpress,http://www.indianexpress.com/news/Landslide-blocks-Ghaggar-again/366595,25km,landslide,rain,medium,unknown,,,,India,Haryana,32162.0,Pinjaur,18.83135,77.08,30.7,2008-09-22,00:00:00,2008,9
Times of India,http://articles.timesofindia.indiatimes.com/2011-08-08/india/29864009_1_panthal-jammu-srinagar-national-highway-heavy-rains,unknown,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,3278.0,Banihāl,2.65475,75.1996,33.4406,2011-08-07,00:00:00,2011,8
Pakistan Today,http://www.pakistantoday.com.pk/2016/06/29/national/two-injured-in-landslide-near-lowari-tunnel/,1km,landslide,downpour,medium,above_road,0.0,2.0,,Pakistan,Khyber Pakhtunkhwa,0.0,Timargara,9.61146,71.8631,34.7414,2016-06-29,00:00:00,2016,6
x.dawn.com,http://x.dawn.com/2013/05/28/landslides-block-kkh/,unknown,landslide,downpour,medium,unknown,0.0,,,Pakistan,Khyber Pakhtunkhwa,0.0,Dasu,7.3465,73.21,35.2959,2013-05-25,00:00:00,2013,5
samaa,http://www.samaa.tv/News25172-Landslide_kills_four_in_Skardu_.aspx,5km,landslide,downpour,medium,unknown,4.0,,,Pakistan,Gilgit-Baltistan,0.0,Khapalu,8.97828,76.2579,35.192,2010-09-07,00:00:00,2010,9
ibnlive.in.com,http://ibnlive.in.com/news/jammusrinagar-highway-reopens-after-two-days/414825-3-245.html,25km,landslide,downpour,medium,unknown,,,,India,Kashmir,3278.0,Banihāl,3.03647,75.1915,33.4431,2013-08-14,00:00:00,2013,8
www.hindustantimes.com,http://www.hindustantimes.com/india-news/hemkunt-express-derails/article1-1102390.aspx,10km,landslide,continuous_rain,medium,unknown,0.0,,,India,Kashmir,26893.0,Sāmba,3.68188,75.1199,32.5282,2013-08-02,04:30:00,2013,8
gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",50km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,13838.0,Kargil,49.59488,75.6233,34.3951,2010-05-17,00:00:00,2010,5
The hindu.com,http://www.hindu.com/thehindu/holnus/004200708121524.htm,25km,landslide,rain,large,unknown,2.0,,,India,Himachal Pradesh,9158.0,Kāngra,1.0057,76.2665,32.0985,2007-08-12,00:00:00,2007,8
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,1km,landslide,downpour,medium,unknown,,,,India,Himachal Pradesh,5233.0,Jogindarnagar,16.94505,76.9161,31.8795,2013-07-07,03:00:00,2013,7
thehindu,http://www.thehindu.com/news/states/other-states/article1605189.ece,25km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,77276.0,Bāramūla,0.19447,74.3445,34.2101,2011-04-06,00:00:00,2011,4
english.aljazeera,http://english.aljazeera.net/news/asia/2008/08/200886132558352597.html,50km,landslide,downpour,large,unknown,7.0,,,Pakistan,Gilgit-Baltistan,2100.0,Skārdu,68.34443,75.52,35.8975,2008-08-05,00:00:00,2008,8
The hindu.com,,50km,landslide,rain,medium,unknown,,,,India,Kashmir,4209.0,Batoti,5.31733,75.3098,33.1662,2007-09-05,00:00:00,2007,9
The Telegraph,http://www.telegraph.co.uk/news/2016/04/10/asian-cities-jolted-by-71-magnitude-earthquake/,50km,landslide,earthquake,small,unknown,1.0,1.0,,Pakistan,Khyber Pakhtunkhwa,0.0,Daggar,18.54055,72.6792,34.4667,2016-04-10,00:00:00,2016,4
Dawn,http://www.dawn.com/news/1271552/tourists-stranded-in-kaghan-as-landslide-blocks-road,10km,landslide,downpour,medium,above_road,0.0,0.0,,Pakistan,Khyber Pakhtunkhwa,14047.0,Baffa,18.15304,73.3569,34.5554,2016-07-16,23:00:00,2016,7
Rising Kashmir,http://www.risingkashmir.com/landslide-earth-sinking-in-bla/,1km,landslide,continuous_rain,medium,unknown,0.0,0.0,,India,Kashmir,77276.0,Bāramūla,13.97334,74.4117,34.0968,2015-03-15,00:00:00,2015,3
freepresskashmir.com,http://freepresskashmir.com/landslide-kills-woman-hurts-two-children-in-jammu-kashmir-105306/,50km,landslide,downpour,medium,unknown,1.0,2.0,,India,Kashmir,8101.0,Riāsi,4.45536,74.8799,33.0852,2013-07-05,23:00:00,2013,7
www.kashmirtimes.in,http://www.kashmirtimes.in/newsdet.aspx?q=21471,50km,landslide,downpour,medium,unknown,3.0,,,India,Kashmir,28197.0,Pūnch,0.43376,74.0967,33.7706,2013-08-14,00:00:00,2013,8
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/15-houses-damaged-in-landslides-in-jk/654977.html,25km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,16246.0,Kulgām,12.82235,74.9035,33.5808,2011-04-19,00:00:00,2011,4
Earth Observatory,http://earthobservatory.nasa.gov/NaturalHazards/view.php?id=85149,1km,landslide,unknown,large,natural_slope,0.0,0.0,,India,Kashmir,25000.0,Padam,42.24626,77.2853,33.287,2014-12-31,00:00:00,2014,12
Times of India,http://timesofindia.indiatimes.com/india/JK-highway-closed-for-traffic-following-landslide/articleshow/7442899.cms,25km,landslide,downpour,medium,above_road,,,,India,Kashmir,3278.0,Banihāl,5.78589,75.17240669,33.35406635,2011-02-07,00:00:00,2011,2
sify.com,http://sify.com/finance/rains-landslides-force-changes-in-himalayan-motor-rally-news-default-kkgnObjjjhe.html,25km,landslide,continuous_rain,medium,unknown,0.0,,,India,Himachal Pradesh,22592.0,Baddi,5.47587,76.818,30.9141,2010-10-03,00:00:00,2010,10
Dawn,http://www.dawn.com/news/1155032/landslide-kills-five-miners-in-mohmand,50km,rock_fall,unknown,medium,mine,10.0,2.0,,Pakistan,Federally Administered Tribal Areas,1111.0,Shinpokh,19.61309,71.2562,34.4943,2015-01-04,00:00:00,2015,1
www.business-standard.com,http://www.business-standard.com/article/pti-stories/2-jawans-injured-in-landslide-in-j-k-113081400592_1.html,10km,landslide,downpour,medium,unknown,,2.0,,India,Kashmir,7317.0,Rāmban,9.72251,75.1984,33.3216,2013-08-14,00:00:00,2013,8
sify.com,http://sify.com/news/on-highway-to-shimla-be-ready-for-rough-ride-news-national-kiqkacaggea.html,5km,landslide,rain,medium,unknown,0.0,,,India,Himachal Pradesh,8609.0,Parwanoo,3.2837,76.991,30.8522,2010-08-13,00:00:00,2010,8
business-standard,http://www.business-standard.com/generalnews/news/landslides-block-j-k-highway/46783/,1km,landslide,downpour,medium,unknown,,,,India,Kashmir,7317.0,Rāmban,0.11978,75.2382,33.2412,2012-08-22,00:00:00,2012,8
NDTV,http://www.ndtv.com/cities/one-worker-killed-3-injured-in-mudslide-at-under-construction-site-in-delhi-735373,1km,mudslide,unknown,small,mine,1.0,3.0,,India,NCT,317797.0,New Delhi,7.21681,77.2135,28.5714,2015-01-29,10:00:00,2015,1
Siasat Daily,http://www.siasat.com/news/seven-killed-afghanistan-rock-slide-slams-house-945100/,25km,other,rain,medium,unknown,7.0,1.0,,Afghanistan,Konar,0.0,Narang,7.66981,70.977,34.7976,2016-04-11,00:00:00,2016,4
hindu,http://www.hindu.com/thehindu/holnus/002200803311141.htm,50km,landslide,rain,medium,unknown,2.0,,,India,Kashmir,37475.0,Leh,29.87319,77.2665,34.219,2008-03-30,00:00:00,2008,3
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/21yearold-youth-killed-in-thane-landslide/803911.html,1km,landslide,downpour,medium,unknown,1.0,,,India,NCT,505241.0,Karol Bāgh,3.32736,77.1958,28.6809,2011-08-27,00:00:00,2011,8
dnaindia,http://www.dnaindia.com/india/report_jammu-srinagar-highway-closed-due-to-landslides_1532927,5km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,3278.0,Banihāl,5.78589,75.1999,33.3645,2011-04-17,15:00:00,2011,4
www.business-standard.com,http://www.business-standard.com/article/pti-stories/train-engine-caught-in-landslide-rail-services-hit-in-udhampur-113080600825_1.html,50km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,80447.0,Udhampur,9.83762,75.1489,32.8363,2013-08-06,07:00:00,2013,8
dailytimes,http://www.dailytimes.com.pk/default.asp?page=2010%5C02%5C09%5Cstory_9-2-2010_pg7_7,50km,landslide,downpour,medium,unknown,6.0,,,Pakistan,Khyber Pakhtunkhwa,0.0,Alpūrai,5.91603,72.6625,34.8733,2010-02-08,00:00:00,2010,2
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-08-17/chandigarh/41420266_1_rohtang-tunnel-work-lahaul-spiti-mla-ravi-thakur-kullu,10km,landslide,downpour,medium,unknown,,,,India,Himachal Pradesh,8341.0,Manāli,16.53823,77.3052,32.3573,2013-08-15,23:00:00,2013,8
The Tribune,http://www.tribuneindia.com/news/himachal/woman-kids-die-in-theog-house-collapse/111662.html,5km,landslide,continuous_rain,medium,unknown,3.0,2.0,,India,Himachal Pradesh,4191.0,Theog,0.97321,77.3525,31.1263,2015-07-26,00:00:00,2015,7
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/two-killed-as-heavy-rains-lash-uttarakhand/759890.html,1km,landslide,rain,medium,unknown,1.0,,,India,Kashmir,465567.0,Jammu,0.66185,74.876,32.737,2011-08-11,04:30:00,2011,8
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/3-members-of-family-killed-in-landslide-in-jk/759003.html,10km,landslide,rain,medium,unknown,3.0,,,India,Kashmir,20553.0,Kishtwār,49.07021,76.0412,33.6917,2011-07-19,00:00:00,2011,7
Indian Express,http://indianexpress.com/article/india/india-news-india/jk-landslide-triggered-by-rain-kills-five/,unknown,landslide,continuous_rain,medium,above_road,5.0,5.0,,India,Kashmir,12802.0,Akhnūr,2.38258,75.29048614,33.04965334,2016-03-26,00:00:00,2016,3
Times of India,http://timesofindia.indiatimes.com/city/chandigarh/Landslide-leaves-six-families-homeless-in-Kangra/articleshow/48302393.cms,1km,debris_flow,continuous_rain,medium,deforested_slope,0.0,0.0,,India,Himachal Pradesh,19540.0,Dharmsāla,1.69188,76.3374,32.2241,2015-07-31,18:00:00,2015,7
alertnet,http://www.alertnet.org/thenews/fromthefield/222031/128136284695.htm,5km,landslide,downpour,large,unknown,11.0,,,India,Kashmir,37475.0,Leh,6.70396,77.6538,34.1481,2010-08-06,00:30:00,2010,8
mrnewsbreaker,http://www.mrnewsbreaker.com/monsoon-rain-in-gilgit-baltistan-causes-landslides-kkh-closure-and-casualies/,unknown,landslide,downpour,medium,unknown,0.0,,,Pakistan,Khyber Pakhtunkhwa,0.0,Dasu,56.14398,73.3185,35.7972,2010-07-29,00:00:00,2010,7
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/two-killed-as-heavy-rains-lash-uttarakhand/759890.html,unknown,landslide,downpour,large,unknown,21.0,,,Pakistan,Sindh,21446.0,Shāhpur Chākar,17.12668,68.5034,26.0765,2011-08-11,23:00:00,2011,8
Red Cross - Field reports,https://web.archive.org/web/20090211075301/http://tribuneindia.com/2007/20070703/j&k.htm#1,25km,landslide,downpour,medium,unknown,,,,India,Kashmir,7317.0,Rāmban,0.16739,75.22742083,33.2443135,2007-07-02,00:00:00,2007,7
Himvani,http://www.indianexpress.com/news/two-dead-as-heavy-rains-cause-landslides-in/651713/,5km,landslide,downpour,medium,urban,2.0,,,India,Himachal Pradesh,173503.0,Shimla,1.25818,77.1675,31.0931,2010-07-25,09:00:00,2010,7
Deccan Chronicle,http://www.deccanchronicle.com/140906/nation-current-affairs/article/jammu-7-people-die-house-collapse-due-landslide-udhampur,50km,other,rain,medium,unknown,2.0,1.0,,India,Kashmir,80447.0,Udhampur,7.569,75.0556,32.9148,2014-09-06,00:00:00,2014,9
business-standard,http://www.business-standard.com/generalnews/news/heavy-rains-lash-some-partshp-triggering-landslides/47847/,5km,landslide,downpour,medium,unknown,,,,India,Himachal Pradesh,9158.0,Kāngra,1.34838,76.2699,32.1002,2012-08-24,00:00:00,2012,8
news.blogs,http://news.blogs.cnn.com/2012/08/23/pakistan-india-hit-by-deadly-flooding/,10km,landslide,monsoon,very_large,unknown,,,,Pakistan,Azad Kashmir,725000.0,Muzaffarābād,1.22415,73.4689,34.3591,2012-08-23,00:00:00,2012,8
ptinews,http://www.ptinews.com/pti%5Cptisite.nsf/0/5E37CDDA943CC9DF652573EE002FE65A?OpenDocument,10km,landslide,rain,medium,unknown,,,,India,Kashmir,7317.0,Rāmban,0.25202,75.242,33.2418,2008-02-13,00:00:00,2008,2
thaindian,http://www.thaindian.com/newsportal/business/75-tourists-in-himachal-stranded-by-landslides_100247510.html,5km,landslide,downpour,medium,unknown,,,,India,Himachal Pradesh,8341.0,Manāli,41.41265,77.5796,32.4035,2009-09-10,00:00:00,2009,9
The Tribune,http://www.tribuneindia.com/news/himachal/landslide-poses-threat-to-houses-in-new-shimla/109125.html,5km,mudslide,continuous_rain,small,natural_slope,0.0,0.0,,India,Himachal Pradesh,173503.0,Shimla,2.13693,77.1665,31.0851,2015-07-13,00:00:00,2015,7
Z News India .com,http://zeenews.india.com/news/jammu-and-kashmir/2-killed-in-landslide-on-jk-highway-in-ramban_913641.html#http://zeenews.india.com/news/jammu-and-kashmir/2-killed-in-landslide-on-jk-highway-in-ramban_913641.html,5km,landslide,unknown,large,above_road,2.0,0.0,,India,Kashmir,7317.0,Rāmban,0.70593,75.244,33.2359,2014-02-23,18:00:00,2014,2
alertnet,http://www.alertnet.org/thenews/fromthefield/222031/128136284695.htm,5km,landslide,downpour,large,unknown,182.0,,,India,Kashmir,37475.0,Leh,22.1454,77.3504,34.2116,2010-08-06,00:15:00,2010,8
greaterkashmir,http://www.greaterkashmir.com/news/2012/Sep/16/landslides-in-udhampur-200-trucks-stranded-67.asp,50km,landslide,downpour,medium,unknown,,,,India,Kashmir,80447.0,Udhampur,0.9058,75.1432,32.9295,2012-09-15,00:00:00,2012,9
Express Tribune,http://tribune.com.pk/story/761986/impending-disaster-cracks-in-nagar-valleys-slopes-endanger-50-families/,5km,landslide,rain,medium,above_river,0.0,0.0,,Pakistan,Gilgit-Baltistan,0.0,Alīābad,4.6916,74.6006,36.2665,2014-09-11,23:00:00,2014,9
Nation,http://nation.com.pk/national/01-Oct-2016/man-dead-11-hurt-in-landslides-wall-collapses-due-to-earthquake,5km,landslide,earthquake,medium,urban,0.0,0.0,,Pakistan,Khyber Pakhtunkhwa,14047.0,Baffa,16.79158,73.3455,34.5474,2016-10-01,00:00:00,2016,10
thecheers,http://www.thecheers.org/news/South-Asia/news_28108_Manali-Leh-Highway-closed-down-due-to-landslide.html,25km,landslide,rain,medium,unknown,,,,India,Himachal Pradesh,8341.0,Manāli,14.31619,77.2466,32.3712,2008-06-18,00:00:00,2008,6
Daily Excelsior,http://www.dailyexcelsior.com/nh-re-opens-on-5th-day-1700-stranded-vehicles-cleared/,10km,landslide,unknown,medium,unknown,0.0,0.0,,India,Kashmir,4209.0,Batoti,5.97747,75.2449,33.1213,2015-03-05,00:00:00,2015,3
The Express Tribune,http://tribune.com.pk/story/656596/impending-doom-threat-of-landslides-looms-over-residents-of-miacher-valley/,100km,landslide,unknown,large,above_road,0.0,0.0,,Pakistan,Gilgit-Baltistan,0.0,Īdgāh,52.09053,74.9832,35.8026,2014-01-06,00:00:00,2014,1
